band_name,fans,formed,origin,split,style
God Mother,2,2012,Sweden,,Grindcore
Gone Postal,2,2007,Iceland,2007,Death
Goodbye To Gravity,2,2011,Romania,2015,Melodic metalcore
Gothic Knights,2,1990,USA,1990,Power
Grave Upheaval,2,2008,Australia,,Death
Gravehill,2,2001,USA,2001,"Thrash,Death"
Griffar,2,1997,France,,Melodic black
Gverr,2,2007,Albania,2007,"Progressive death,Death,Thrash"
Gypsyhawk,2,2008,USA,2015,Heavy
Hæthen,2,2009,USA,2009,Black
Haar,2,2008,United Kingdom,,"Atmospheric black,Progressive black"
Hadean,2,2012,USA,2012,"Progressive,Hardcore,Jazz fusion"
Haikai No Ku,2,2012,United Kingdom,,"Doom,Stoner"
Heavydeath,2,2013,Sweden,2013,Death doom
Hegemone,2,2010,Poland,,"Black,Post-metal,Sludge"
Hell Within,2,1998,USA,1998,Metalcore
Hemelbestormer,2,2012,Belgium,,Post-metal
Herald,2,2000,Estonia,2000,Heavy
Hourswill,2,2009,Portugal,,Progressive
House Of Low Culture,2,2000,USA,2000,"Drone doom,Ambient,Experimental"
Howling Syn,2,1998,Canada,,Gothic
Human Cull,2,2007,United Kingdom,2007,Grindcore
Hydra Vein,2,1987,United Kingdom,1990,Thrash
I Chaos,2,2009,The Netherlands,2009,Brutal death
Iluminato,2,2010,Brazil,,Gothic
Implore,2,2013,Germany,2013,Grindcore
Inciter,2,2000,Croatia,,Thrash
Infinitum Obscure,2,2000,Mexico,2000,Death
Insane,2,1997,France,,"Power,Thrash"
Iskra,2,2002,Canada,2002,"Black,Crust,Punk"
Johansson & Speckmann,2,2013,Sweden,,Death
Karmaflow,2,2013,The Netherlands,2013,Symphonic
Karyn Crisis' Gospel Of The Witches,2,2009,USA,,"Doom,Gothic"
Khaotika,2,2014,USA,2014,"Melodic black,Gothic"
Killers (UK),2,1991,United Kingdom,2003,Heavy
King Fear,2,2011,Germany,2011,Black
King's-Evil,2,1989,Japan,,Thrash
Kingdragon,2,2006,Greece,2006,"Melodic heavy,Hard rock"
Kognitiv Tod,2,2014,USA,,Black
Kolp,2,2007,Hungary,2007,"Black,Doom"
Korum,2,1999,France,,Death
Kragens,2,2000,France,2000,"Heavy,Power,Thrash"
Krokmitën,2,1991,Canada,,Experimental death
Krokodil,2,2011,United Kingdom,2011,Progressive sludge
Kultika,2,2008,Romania,,"Black,Post-metal"
Landskap,2,2012,United Kingdom,2012,"Doom,Psychedelic rock"
Last In Line,2,2012,USA,,"Heavy,Hard rock"
Legend (JE),2,1980,Jersey,1980,"New,Wave,Of british heavy,Heavy"
Liquorworks,2,2006,Finland,,Experimental progressive
Lody Kong,2,2011,USA,2011,"Crossover thrash,Hardcore,Punk"
Lonely Kamel,2,2005,Norway,,Stoner rock
Looking For An Answer,2,1999,Spain,1999,Grindcore
Lunar Path,2,2006,Finland,,Gothic
Lunarium,2,2005,USA,2005,Folk
Malrun,2,2005,Denmark,,Melodic hard rock
Man Made Origin,2,2008,United Kingdom,2008,Progressive
Maniac Butcher,2,1992,Czech Republic,,Black
Marche Funèbre,2,2007,Belgium,2007,"Death,Doom"
Marseille,2,1976,United Kingdom,,"New wave of british heavy,Heavy"
Mastermind,2,1986,USA,1986,"Progressive rock,Symphonic rock,Fusion ,Progressive,Instrumental"
Masterstroke,2,2002,Finland,,Heavy
Means End,2,2011,Sweden,2011,Progressive
Mena Brinno,2,2006,USA,,"Gothic,Symphonic"
Mephistopheles,2,2004,Australia,2004,Technical death
Merkabah,2,2002,Canada,,Heavy
Methadone Skies,2,2009,Romania,2009,"Atmospheric sludge,Stoner,Psychedelic rock"
Moon (POL),2,1996,Poland,,"Black,Death"
Mordbrand,2,2006,Sweden,2006,Death
Morgain,2,1995,Slovak Republic,2015,"Atmospheric doom,Folk"
Morian,2,2002,Finland,2002,"Gothic,Heavy"
Myopia,2,2003,USA,2011,Progressive
Myrah,2,2005,Sweden,2005,Gothic
Mysto Dysto,2,1983,The Netherlands,1987,"Speed,Thrash"
N R C S S S T,2,2011,"Lithuania, Germany",2011,"Atmospheric black,Post-metal,Shoegaze"
N.I.L.,2,2004,USA,,"Black,Doom"
Naamah,2,1996,Poland,1996,"Gothic,Progressive"
Nailed,2,2000,United Kingdom,,Brutal death
Nasty Idols,2,1987,Sweden,1987,"Heavy,Glam,Glam rock"
Natron,2,1992,Italy,,Death
Nebukadnezza,2,2002,United Kingdom,2002,"Death,Thrash,Hardcore"
Necromancing The Stone,2,2014,USA,,Melodic death
Nerve End,2,2009,Finland,2009,"Alternative,Progressive"
Next To None,2,2013,USA,,Progressive
Night Viper,2,2014,Sweden,2014,Heavy
Nightly Gale,2,1996,Poland,,"Black,Doom"
Noctum,2,2009,Sweden,2009,"Doom,Heavy,Hard rock"
Non Serviam,2,1995,Sweden,,Death
North (USA),2,2005,USA,2005,"Post-metal,Sludge"
Northern Plague,2,2009,Poland,,"Black,Death"
NunFuckRitual,2,2006,Norway,2006,Black
Nycticorax,2,2003,Latvia,,Black
Oblivionized,2,2008,United Kingdom,2008,"Technical death,Grindcore"
Obsidian Sea,2,2009,Bulgaria,,Doom
Ocultan,2,1994,Brazil,1994,Black
Odyssey,2,1989,Spain,,Progressive
Ogre,2,1999,USA,1999,"Doom,Hard rock"
Oleg Izotov,2,2003,Russia,,"Alternative,Instrumental heavy"
One Step Beyond,2,1997,Australia,1997,Experimental death
Onirism,2,2014,France,,Symphonic black
Op?a Opasnost,2,1992,Croatia,1992,Hard rock
Orchid's Curse,2,2005,Canada,,Metalcore
Ordinul Negru,2,2004,Romania,2004,Black
Oxiplegatz,2,1993,Sweden,1998,Avantgarde
Pain Principle,2,1993,USA,1993,"Thrash,Death"
Paragon Of Beauty,2,1994,Germany,2001,Gothic
Paramnesia,2,2005,France,2005,Black
Phantom,2,2005,Denmark,,Black
Protean,2,2013,Latvia,2013,Black
Psudoku,2,2010,Norway,,"Avantgarde,Grindcore"
Pure Inc,2,2001,Switzerland,2001,"Hard rock,Alternative"
Pyrrhon,2,2008,USA,,Technical death
Quinta Essentia,2,2004,USA,2004,"Black,Death"
Reality Grey,2,2004,Italy,,Melodic death
Realmbuilder,2,2008,USA,2008,"Epic doom,Heavy"
Resurrecturis,2,1990,Italy,,Death
Retriem,2,2003,Russia,2003,Power
Rev 16:8,2,2008,Sweden,2012,Black
Revelation's Hammer,2,2007,Norway,2007,Black
Romuvos,2,2014,Lithuania,,Folk
Rudhira,2,2010,Norway,2010,Progressive
Sabachthani,2,2002,Sweden,,"Gothic,Doom"
Sadistic Gore,2,2004,Brazil,2004,Death
Sandalinas,2,2001,Spain,,Melodic progressive
Santo Rostro,2,2013,Spain,2013,"Doom,Stoner"
Saracen,2,1976,United Kingdom,,"New wave of british heavy,Heavy,Progressive"
Sarcofagus,2,1977,Finland,1977,Progressive heavy
Sargatanas Reign,2,1997,Sweden,2008,Death
Scald (RUS),2,1993,Russia,1993,Epic doom
Scar Of The Sun,2,2004,"United Kingdom, Greece",,Gothic doom
Scarblade,2,2015,"Greece, Sweden",2015,Heavy
Sea Witch,2,2014,Canada,,"Blackened doom,Sludge"
Seamount,2,2007,Germany,2007,Doom
Sectu,2,2005,Sweden,,Death
Sedna,2,2009,Italy,2009,"Black,Sludge"
Seita,2,2007,The Netherlands,,"Death,Thrash"
Septic Death,2,1981,USA,1981,Hardcore
Serpent Omega,2,2011,Sweden,,"Doom,Sludge"
Serpent Venom,2,2008,United Kingdom,2008,Doom
Severed,2,2014,Iceland,,"Brutal death,Technical death"
Shadow Of The Colossus,2,2009,USA,2009,Deathcore
Shallow Rivers,2,2007,Russia,,"Death doom,Atmospheric doom"
Shaman (FIN),2,1997,Finland,1997,Folk
Shannon,2,1998,France,,"Hard rock,Heavy"
Shatterpoint,2,2001,Canada,2001,"Power,Thrash"
Shredding The Envelope,2,2008,USA,,"Heavy,Thrash"
Silent Memorial,2,1992,Switzerland,1992,"Heavy,Progressive"
Siren,2,2012,USA,,"Black,Doom,Heavy"
Sirocco,2,2003,Ireland,2003,"Heavy,Folk,Thrash"
Skraeckoedlan,2,2009,Sweden,,Psychedelic stoner
Slabdragger,2,2008,United Kingdom,2008,"Doom,Sludge"
Slidhr,2,2005,Ireland,,Black
Slivers Cross,2,2008,Latvia,2008,"Metalcore,Alternative"
Slow,2,2007,Belgium,,"Atmospheric doom,Funeral doom"
Solifvgae,2,2014,Brazil,2014,"Atmospheric black,Post-metal"
Sonic Reign,2,1997,Germany,,Black
Sorrowful,2,2009,Sweden,2009,Death doom
Sorrowful Angels,2,1999,Greece,,Gothic
Soul Dissolution,2,2012,Belgium,2012,Black
Soulless,2,1997,USA,,"Melodic death,Thrash"
Sourvein,2,1993,USA,1993,"Doom,Sludge"
Spaceking,2,2009,Russia,,"Progressive,Progressive rock,Stoner rock,Stonerinstrumental"
Spartan Warrior,2,1980,United Kingdom,1980,"New wave of british heavy,Heavy"
Splattered Mermaids,2,2005,Sweden,2015,"Brutal death,Grindcore"
Srogo??,2,2013,Poland,2013,Black
Standing Ovation,2,2006,Finland,,Progressive
Station Dysthymia,2,2007,Russia,2007,Funeral doom
T?zmadár,2,1999,Hungary,,Power
Tanagra,2,2010,USA,2010,"Us power,Heavy"
Tempestuous Fall,2,2011,Australia,2013,"Funeral doom,Death doom"
Temple Of Evil,2,2008,Cyprus,2008,Black
Terror Empire,2,2009,Portugal,,Groove thrash
Tesa,2,2005,Latvia,2005,"Post-metal,Sludge,Hardcore"
The Arson Project,2,2005,Sweden,,Grindcore
The Batallion,2,2006,Norway,2006,Thrash
The Belonging,2,1998,United Kingdom,,Blackened death
The Doomsday Kingdom,2,2016,Sweden,2016,Doom
The Earls Of Mars,2,2012,United Kingdom,,Avantgarde
The Everdawn,2,1993,Sweden,1993,Melodic death
The Experiment No.Q,2,2012,Italy,,Progressive
The Night Flight Orchestra,2,2007,Sweden,2007,Hard rock
The Oracle,2,2006,Canada,2011,Extreme progressive
The Order Of Chaos,2,2003,Canada,2003,"Heavy,Power,Thrash"
The Silent Wedding,2,2006,Greece,,Heavy
The Wakedead Gathering,2,2007,USA,2007,Death
Theories,2,2010,USA,,Deathgrind
Those Who Bring The Torture,2,2007,Sweden,2007,"Death,Grindcore"
Throes Of Sanity,2,-,USA,,Us power
Titaan,2,2015,Italy,2015,Black
Tribune,2,2004,Canada,,"Melodic thrash,Progressive"
Trimonium,2,1998,Germany,1998,Pagan black
Triumfall,2,2006,Serbia,,Black
Trophallaxy,2,2007,Swaziland,2007,"Power,Symphonic"
Unchained,2,1998,Sweden,2006,Heavy
Unholy Matrimony,2,2000,Switzerland,2000,Black
Unwritten Pages,2,2005,The Netherlands,,Progressive
Urban Tales,2,2005,Portugal,2005,"Gothic rock,Alternative"
Usurpress,2,2010,Sweden,,Death
Vôdûn,2,2012,United Kingdom,2012,"Stoner,Psychedelic rock"
Vaalnor,2,2009,Switzerland,,Folk
Valkenrag,2,2006,Poland,2006,Melodic death
Vardis,2,1973,United Kingdom,,"New wave of british heavy,Heavy"
Venin Noir,2,2001,Brazil,2001,Gothic
Vermilion,2,2008,Romania,2015,Experimental black
VII Gates,2,1999,Sweden,1999,"Heavy,Progressive power"
Villainy,2,2010,The Netherlands,,"Blackened thrash,Crust,Punk"
Vise Versa,2,2012,France,2012,Alternative
Vista Chino,2,2010,USA,2014,Stoner rock
Vitriol,2,2007,Italy,2007,Progressive
Void Of Sleep,2,2010,Italy,,Sludge
Vomitile,2,2007,Cyprus,2007,"Death,Thrash"
Vox Tempus,2,2003,USA,,Progressive
Wells Valley,2,2011,Portugal,2011,"Progressive sludge,Post-metal"
When Woods Make Graves,2,2011,United Kingdom,,Atmospheric black
Whitehorse,2,2004,Australia,2004,"Drone doom,Sludge"
Wilt,2,2010,Canada,,Atmospheric black
Winds Of Torment,2,2001,France,2001,Melodic death
Witchbound,2,2013,Germany,,"Melodic power,Heavy"
Within The Fall,2,2010,Sweden,2010,Death doom
WIZ,2,1996,Sweden,,Power
Woburn House,2,2005,Germany,2005,Post-metal
Wolvserpent,2,2005,USA,,Drone doom
Woods Of Belial,2,1995,Finland,1995,"Black,Funeral doom,Industrial doom,Doom"
Worth Dying For,2,2002,Canada,,"Progressive death,Melodic death"
Yawarhiem,2,2005,Peru,2005,"Symphonic power,Folk"
Yogth Sothoth,2,2003,Colombia,,Brutal death
Zavorash,2,1996,Sweden,1996,Black
11Paranoias,1,2011,United Kingdom,,"Doom,Sludge"
48 Crash,1,1975,Germany,1975,"Progressive rock,Heavy"
7 H. Target,1,2005,Russia,,Brutal death
A Gruesome Find,1,1998,USA,1998,Blackened death
A New Dawn,1,1997,The Netherlands,,"Gothic,Symphonic"
Abhorrent,1,2007,USA,2007,"Brutal death,Technical death"
Absconditus,1,2010,France,,Black
Acrosome,1,2009,Turkey,2009,"Depressive black,Dark ambient"
Adagio (BRA),1,1995,Brazil,,Death doom
Aeon Throne,1,2010,Norway,2010,"Black,Death"
Against Nature,1,2004,USA,,"Doom,Hard rock,Progressive rock"
Against Tolerance,1,2009,Brazil,2009,"Metalcore,Experimental thrash"
Age Of Woe,1,2010,Sweden,,"Death,Crust,Punk"
Airdash,1,1986,Finland,1986,Thrash
Akem Manah,1,2007,Belgium,,"Death,Doom"
Akem Manah (USA),1,2009,USA,2009,Death doom
Akhenaten,1,2012,USA,,"Black,Death"
Aktor,1,2013,Finland,2013,"Psychedelic hard rock,Heavy"
Alien Syndrome 777,1,2007,Italy,,Avantgarde black
Alkimya,1,2004,France,2004,Progressive
Alkoholizer,1,2006,"Italy, Spain",,Thrash
Amor E Morte,1,2004,Bulgaria,2004,"Gothic,Symphonic black"
Ancient Altar,1,2013,USA,,"Sludge,Doom"
Andacht,1,2008,USA,2008,Atmospheric black
Angmaer,1,2013,United Kingdom,,Black
Angrepp,1,2005,Sweden,2005,"Black,Thrash"
Anima Tempo,1,2009,Mexico,,Progressive death
Antagonist Zero,1,2010,Finland,2010,Death doom
Antlion,1,2012,Canada,,Progressive death
Apa Simbetii,1,2009,Romania,2009,"Progressive death,Black"
Apathie,1,2009,Germany,,Black
Aposthate,1,2004,Italy,2004,Brutal death
Arbitrator (CAN),1,2010,Canada,,Industrial death
Architects Of Chaoz,1,2014,Germany,2014,Heavy
Armahda,1,2011,Brazil,,"Heavy,Power"
Arryan Path,1,1997,"USA, Cyprus",1997,"Heavy,Power"
Arsh Anubis,1,2011,USA,,Black
Artisian,1,2004,United Kingdom,2004,"Black,Death"
As Autumn Calls,1,2005,Canada,,"Death,Doom"
Ashen Horde,1,2013,USA,2013,Progressive black
Ashtar,1,2012,Switzerland,,"Sludge,Drone"
Aspectra,1,2014,Norway,2014,"Black,Death"
Astral Tears,1,2009,France,,"Progressive,Alternative"
Asymmetry,1,2011,Serbia,2011,Progressive
Aurinko,1,2011,Canada,2013,"Doom,Folk"
Autumn: Death,1,2011,Sweden,2011,"Melodic black,Melodic death"
Axial Lead,1,2011,Romania,,Progressive
Azavatar,1,2013,Germany,2013,Black
Baptists,1,2010,Canada,,"Hardcore,Punk"
Basement Torture Killings,1,2007,United Kingdom,2007,Death
Bask,1,2013,USA,,"Post-metal,Stoner rock,Psychedelic rock"
Battlezone,1,1985,United Kingdom,1985,"Groove thrash,Heavy"
Beaten Back To Pure,1,1998,USA,,"Doom,Sludge"
Before God,1,1997,USA,1997,"Black,Folk"
Bersimbah Darah,1,2007,Indonesia,,Deathgrind
Beyond The Flesh,1,2000,USA,2000,Melodic death
Bhleg,1,2013,Sweden,,Atmospheric black
Black Succubi,1,2005,Denmark,2005,Heavy
Blackened,1,1997,Germany,2007,"Heavy,Power"
Blackwelder,1,2012,USA,2012,Power
Blade Of Spirit,1,1996,Greece,,Power
Blastanus,1,2007,Finland,2007,"Brutal death,Grindcore"
Blliigghhtted,1,2014,Turkey,,Experimental black
Bloodgut,1,2004,Sweden,2004,Death
Blustery Caveat,1,2002,Greece,,Brutal death
Born From Ruins,1,2009,USA,2009,"Alternative,Hard rock"
Brainchoke,1,2000,United Kingdom,,"Grindcore,Death"
Bubonic Wrath,1,2005,USA,2005,"Black,Death,Thrash"
Burnsred,1,2007,USA,,"Progressive sludge,Doom,Post-metal"
Burweed,1,2009,Finland,2009,"Atmospheric sludge,Post-metal"
Cadmium,1,2010,France,,Symphonic
Cannibal Accident,1,2007,Finland,2007,Grindcore
Cara Neir,1,2008,USA,,Experimental black
Carry The Storm,1,2008,USA,2008,"Thrash,Death"
Castrator,1,2013,USA,,Death
Casual Silence,1,1993,The Netherlands,1993,Progressive
Cat O' Nine Tails,1,2012,Finland,,"Folk,Symphonic power"
Ceremonia,1,2011,France,2011,Atmospheric doom
Cetacean,1,2015,USA,,"Doom,Sludge"
Chrome Waves,1,2010,USA,2010,"Atmospheric black,Post-metal"
Citizen,1,2004,USA,2011,Grindcore
Code Of Nelson's Folly,1,2012,Croatia,2012,Folk
Cold Night For Alligators,1,2008,Denmark,,"Progressive math,Djent"
Collateral Damage,1,2004,Italy,2004,Heavy
Collide,1,2003,Latvia,,Thrash
Coltsblood,1,2010,United Kingdom,2010,"Doom,Sludge"
Conjuro Nuclear,1,2012,Spain,,"Black,Darkwave"
Contemplator,1,2011,Canada,2011,"Progressive,Instrumental"
Corr Mhóna,1,2009,Ireland,,"Doom,Heavy,Celtic black"
Corrupted Melody,1,1995,Slovak Republic,1995,"Death,Atmospheric doom"
Crépuscule,1,2007,Canada,,Atmospheric black
Cryogenic,1,1993,Germany,1993,Symphonic black
Crypt Of Kerberos,1,1990,Sweden,,"Death doom,Progressive death"
Cursed 13,1,1998,Sweden,1998,Black
Daedalus,1,2000,Italy,,Progressive
Dalkhu,1,2003,Slovenia,2003,"Black,Death"
Dark Covenant,1,2009,Canada,,Doom
Dark Wings Syndrome,1,2008,Portugal,2008,"Gothic,Progressive"
Darkall Slaves,1,2005,France,,Brutal death
Darkened Souls,1,2006,Finland,2006,"Doom,Melodic death"
DarkRise,1,1998,Switzerland,,Brutal death
Dawn Of Oblivion,1,1991,Sweden,1991,Gothic
Dead Head,1,1989,The Netherlands,,Thrash
Deadalus,1,2010,Belgium,2010,Progressive death
Deadspace,1,2014,Australia,,Depressive black
Dearly Beheaded,1,1993,United Kingdom,1993,"Thrash,Power"
Death Mechanism,1,2003,Italy,,Thrash
Death Wolf,1,2011,Sweden,2011,"Heavy,Punk"
Decease,1,2011,Romania,,"Death,Thrash"
Deceiver,1,2002,Sweden,2002,"Heavy,Thrash"
Demonstealer,1,1998,India,,"Black,Death,Thrash"
Dendritic Arbor,1,2012,USA,2012,"Black,Grindcore"
Deos,1,2013,United Kingdom,,Funeral doom
Diamonds Are Forever,1,2011,Romania,2011,Metalcore
Die Toten Kehren Wieder Mit Dem Wind,1,1995,Germany,,Black
Dodenkrocht,1,2004,The Netherlands,2004,"Black,Doom"
Domgård,1,1997,Sweden,,Black
Doomocracy,1,-,Greece,,Doom
Douce Morphine,1,2000,France,2009,Atmospheric doom
Dracena,1,1994,Sweden,1994,"Death,Thrash"
Drag The Dead,1,2009,USA,,"Death,Grindcore"
Dryade,1,1997,France,1997,"Progressive,Melodic progressive"
Dyecrest,1,1993,Finland,,"Heavy,Power"
Dyscord,1,2003,Australia,2003,Metalcore
Ecliptyka,1,1998,Brazil,,Heavy
Ectovoid,1,2010,USA,2010,Death
Eden Sands,1,2013,USA,,"Doom,Stoner"
El Comer Ocho,1,2008,Belgium,2008,Deathcore
Elderoth,1,2007,Canada,,Progressive power
Elgibbor,1,1999,Poland,1999,Black
Elusion,1,2015,Belgium,,"Gothic,Symphonic"
Embers,1,2004,USA,2004,"Black,Doom,Crust,Punk"
Empire Auriga,1,2008,USA,,"Industrial black,Ambient"
Equinox,1,2013,France,2013,"Symphonic,Progressive"
Ergot,1,2009,Italy,,Atmospheric black
Erik Norlander,1,1993,USA,1993,Progressive
Errorgeist,1,2013,USA,,"Industrial,Death"
Estoner,1,2009,Estonia,2009,Stoner
Eternal Mourning,1,1995,Portugal,,Gothic doom
Evenmore,1,2011,Switzerland,2011,"Power,Progressive,Folk"
Evil Survives,1,2008,Canada,,Heavy
Evohé,1,2000,France,2000,Pagan black
Ex Dementia,1,2005,USA,,"Death,Thrash"
Face Off,1,2006,Serbia,2006,"Alternative,Post-metal"
Fallen Yggdrasil,1,1996,Germany,,Death
Fange,1,2013,France,2013,Blackened doom
Farseer,1,2008,United Kingdom,,"Power,Heavy"
Fatal Smile,1,1995,Sweden,1995,Hard rock
Fever Sea,1,2011,United Kingdom,,"Atmospheric black,Post-metal"
Fire Trails,1,2002,Italy,2002,"Heavy,Hard rock"
Fireproven,1,2008,Finland,,Extreme progressive
Flowing Tears & Withered Flowers,1,1995,Germany,1995,Gothic doom
Fondlecorpse,1,1996,The Netherlands,,Death
Frowning,1,2011,Germany,2011,Funeral doom
Funeral Moth,1,2005,Japan,,Funeral doom
Funerarium,1,2000,Luxembourg,2000,Black
Fury UK,1,2002,United Kingdom,,Heavy
Geryon,1,2012,USA,2012,Technical death
Ghoulgotha,1,2012,USA,,Death doom
Gjenferdsel,1,2002,Norway,2002,Black
Gloom,1,2002,Spain,,Death
Gloson,1,2014,Sweden,2014,"Post-metal,Sludge"
Goddess Of Desire,1,1995,The Netherlands,2009,Heavy
GodHateCode,1,2007,Austria,2007,"Death,Grindcore"
Gorrch,1,2010,Italy,,Black
Grey,1,2004,USA,2004,Doom
Grimegod,1,1991,Romania,,"Death,Doom,Gothic"
Grimpen Mire,1,2007,United Kingdom,2007,"Doom,Sludge"
Grisâtre,1,2006,France,,"Atmospheric black,Depressive black"
Groinchurn,1,1994,South Africa,1994,Grindcore
Gutfed,1,2011,Turkey,,"Brutal death,Grindcore"
Hadal Maw,1,2010,Australia,2010,Technical death
Hanternoz,1,2006,France,,"Celtic folk,Black"
Head Phones President,1,2000,Japan,2000,Alternative
Helion,1,1995,Finland,,Progressive
Hell's Thrash Horsemen,1,2007,Russia,2007,Thrash
Heonia,1,2006,France,,"Symphonic,Progressive"
Highgate,1,2005,USA,2005,Doom
Hlidolf,1,2002,Norway,2004,"Drone,Dark ambient"
Hordes Of The Lunar Eclipse,1,1995,USA,1995,Black
Horizon Of The Mute,1,2015,Finland,,"Funeral doom,Drone doom"
Horncrowned,1,2001,Colombia,2001,Black
Humanfly,1,2000,United Kingdom,,"Atmospheric,Sludge,Metal"
Huron,1,2007,United Kingdom,2007,"Melodic thrash,Progressive"
Husqvarna,1,1989,Latvia,,"Death,Thrash"
Ibex Angel Order,1,2013,The Netherlands,2013,Black
Ides Of Winter,1,2011,Canada,,Black
Ilsa,1,2008,USA,2008,"Death doom,Crust,Punk"
Immorior,1,2013,Germany,,"Atmospheric black,Post-metal"
Imperceptum,1,2014,Germany,2014,"Atmospheric black,Funeral doom"
In Cauda Venenum,1,2010,France,,Black
In Vain (ESP),1,2001,Spain,2001,"Heavy,Power"
Incapacitate,1,2002,USA,,"Thrash,Grindcore"
Infection,1,2006,Peru,2006,Death
Infernal Angels,1,2002,Italy,,Melodic black
Infinite Waste,1,2014,USA,2014,Grindcore
Infinity²,1,2015,Russia,,"Progressive,Alternative rock"
Inhepsie,1,2001,France,2001,Atmospheric gothic
Inimical,1,2005,Denmark,,"Death,Metalcore"
Into The Nethermost,1,1998,Spain,1998,"Death,Black,Thrash"
Intrinsic,1,1984,USA,,"Power,Progressive,Thrash"
Iron Void,1,1998,United Kingdom,1998,Doom
Itnuveth,1,2013,Spain,,Pagan black
Jackdevil,1,2010,Brazil,2010,"Thrash,Heavy"
Jesus Ain't In Poland,1,2004,Italy,,"Grindcore,Deathgrind"
Jezabel,1,1993,Argentina,1993,Power
K.F.R,1,2013,France,,"Black,Ambient"
K.L.L.K.,1,2010,France,2010,Atmospheric black
Kalmankantaja,1,2011,Finland,,Depressive black
Kanashimi,1,2007,Japan,2007,"Depressive black,Funeral doom"
Kardashev,1,2012,USA,,"Atmospheric death,Deathcore"
Kempes,1,2013,Romania,2013,"Heavy,Hard rock"
Khanus,1,2015,Finland,,Death
Khaotic,1,2012,Brazil,2012,Black
Kill Ritual,1,2010,USA,,Thrash
Killing Addiction,1,1988,USA,1988,Death
Kilmara,1,2003,Spain,,"Heavy,Progressive power"
Kinetic,1,2002,Greece,2002,Progressive death
Knelt Rote,1,2008,USA,,"Grindcore,Noise,Power,Electronics ,Black"
Kommandant,1,2005,USA,2005,"Blackened death,Thrash"
Krle?,1,1990,Czech Republic,,Heavy
Kroh,1,2011,United Kingdom,2011,"Doom,Stoner"
L'Hiver En Deuil,1,2010,Belgium,,Black
Leeds Point,1,2012,USA,2012,"Heavy,Stoner"
Legacy ID,1,2012,Latvia,,Progressive
Lenore S. Fingers,1,2010,Italy,2010,Gothic
Licht- Und Schattensaiten,1,2001,Germany,,Avantgarde black
Linea 77,1,1993,Italy,1993,Nu
Lion Twin,1,2011,Germany,,"Heavy,Hard rock"
Lionheart,1,2004,USA,2004,Hardcore
Liquid Graveyard,1,2006,Spain,,Progressive death
Lo-Ruhamah,1,2004,USA,2004,Death
